screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
AlanTonelson,(((Alan Tonelson))),790546093,1278099405892210690,/AlanTonelson/status/1278099405892210690,2020-06-30 22:53:38,1593557618,This new @PolitiFact report on whether #Biden is right & #Trump has lost the #China #tradewar is utter garbage.  All experts quoted are card-carrying #trade cheerleaders - along w/the authors of the studies cited:  https://www.politifact.com/factchecks/2020/jun/30/joe-biden/did-donald-trump-lose-trade-war-he-started-joe-bid/ … CC @loujacobson @Poynter @Carney #facts?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This new <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8953122"" dir=""ltr"" href=""/PolitiFact""><s>@</s><b><strong>PolitiFact</strong></b></a> report on whether <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Biden?src=hash""><s>#</s><b>Biden</b></a> is right &amp; <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Trump?src=hash""><s>#</s><b>Trump</b></a> has lost the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/China?src=hash""><s>#</s><b>China</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/tradewar?src=hash""><s>#</s><b>tradewar</b></a> is utter garbage.  All experts quoted are card-carrying <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/trade?src=hash""><s>#</s><b>trade</b></a> cheerleaders - along w/the authors of the studies cited:  <a class=""twitter-timeline-link"" data-expanded-url=""https://www.politifact.com/factchecks/2020/jun/30/joe-biden/did-donald-trump-lose-trade-war-he-started-joe-bid/"" dir=""ltr"" href=""https://t.co/cZ3ckhTEcC"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.politifact.com/factchecks/2020/jun/30/joe-biden/did-donald-trump-lose-trade-war-he-started-joe-bid/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">politifact.com/factchecks/202</span><span class=""invisible"">0/jun/30/joe-biden/did-donald-trump-lose-trade-war-he-started-joe-bid/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> CC <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""140289561"" dir=""ltr"" href=""/loujacobson""><s>@</s><b>loujacobson</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8383592"" dir=""ltr"" href=""/Poynter""><s>@</s><b>Poynter</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1797991"" dir=""ltr"" href=""/carney""><s>@</s><b>Carney</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/facts?src=hash""><s>#</s><b>facts</b></a>?</p>",['https://www.politifact.com/factchecks/2020/jun/30/joe-biden/did-donald-trump-lose-trade-war-he-started-joe-bid/'],"['Biden', 'Trump', 'China', 'tradewar', 'trade', 'facts']",False,[],,14,3,0,False,False,,[]
johnhummel,John Hummel,14206607,1278094845198905344,/johnhummel/status/1278094845198905344,2020-06-30 22:35:31,1593556531,Ah. Whataboutism. The last refuge of the scoundral.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Ah. Whataboutism. The last refuge of the scoundral.</p>",[],[],False,[],,0,0,1,True,True,1277964606263005188,"[{'screen_name': 'MatthewSchw', 'user_id': '310781339'}, {'screen_name': 'BarryNParsley', 'user_id': '16368891'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
MatthewSchw,matthew schw,310781339,1278093427477970944,/MatthewSchw/status/1278093427477970944,2020-06-30 22:29:53,1593556193,"Well, Biden did tell people once to illegally fire their shotguns in the air and through the door, so maybe it’s good that we point this out.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Well, Biden did tell people once to illegally fire their shotguns in the air and through the door, so maybe it’s good that we point this out.</p>",[],[],False,[],,3,1,0,False,True,1277964606263005188,"[{'screen_name': 'Lgmeiseles', 'user_id': '610328811'}, {'screen_name': 'HallJaneh227', 'user_id': '2172456602'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
MatthewSchw,matthew schw,310781339,1278093176918736898,/MatthewSchw/status/1278093176918736898,2020-06-30 22:28:53,1593556133,"To be fair, Biden did  helplead us into Iraq, and the Obama Administration knowingly deceived the public about Afghanastan.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">To be fair, Biden did  helplead us into Iraq, and the Obama Administration knowingly deceived the public about Afghanastan.</p>",[],[],False,[],,0,0,1,True,True,1277964606263005188,"[{'screen_name': 'johnhummel', 'user_id': '14206607'}, {'screen_name': 'BarryNParsley', 'user_id': '16368891'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
MatthewSchw,matthew schw,310781339,1278092897666072576,/MatthewSchw/status/1278092897666072576,2020-06-30 22:27:47,1593556067,"To be fair, Biden did give us illegal advice on shotguns, so maybe they should inform us before someone takes his advice.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">To be fair, Biden did give us illegal advice on shotguns, so maybe they should inform us before someone takes his advice.</p>",[],[],False,[],,1,0,0,False,True,1277964606263005188,"[{'screen_name': 'RubeyRoo', 'user_id': '243895685'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
MatthewSchw,matthew schw,310781339,1278092189768257542,/MatthewSchw/status/1278092189768257542,2020-06-30 22:24:58,1593555898,"You can even get Machine Guns, but you have to wait about a year and shell out a few thousand dollars.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You can even get Machine Guns, but you have to wait about a year and shell out a few thousand dollars.</p>",[],[],False,[],,1,1,0,False,True,1277964606263005188,"[{'screen_name': 'Ridonkulous05', 'user_id': '1247605956'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
MoselaneJ,Servant Moselane Sello Jan,974343802713501696,1278090617550143492,/MoselaneJ/status/1278090617550143492,2020-06-30 22:18:43,1593555523,@SABCNews @CapricornFMNews @SABreakingNews @eNCA @SowetanLIVE @SundayTimesZA @Thapelolekgowa @NoordelikeNuus @polokwanenews @Waterbergnews @LephalaleSb @LephalaleExpres @ntshebele_news @Newzroom405 @politico @CNNPolitics @Politics_Polls @BBCPolitics @PolitiFact @nprpoliticspic.twitter.com/pUMzEUU52h,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""25088746"" dir=""ltr"" href=""/SABCNews""><s>@</s><b>SABCNews</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1481829344"" dir=""ltr"" href=""/CapricornFMNews""><s>@</s><b>CapricornFMNews</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""34908698"" dir=""ltr"" href=""/SABreakingNews""><s>@</s><b>SABreakingNews</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""301309392"" dir=""ltr"" href=""/eNCA""><s>@</s><b>eNCA</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""141163282"" dir=""ltr"" href=""/SowetanLIVE""><s>@</s><b>SowetanLIVE</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""947523433"" dir=""ltr"" href=""/SundayTimesZA""><s>@</s><b>SundayTimesZA</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""71869834"" dir=""ltr"" href=""/Thapelolekgowa""><s>@</s><b>Thapelolekgowa</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""388900330"" dir=""ltr"" href=""/NoordelikeNuus""><s>@</s><b>NoordelikeNuus</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""143751705"" dir=""ltr"" href=""/polokwanenews""><s>@</s><b>polokwanenews</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2491418847"" dir=""ltr"" href=""/Waterbergnews""><s>@</s><b>Waterbergnews</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""812309068144590849"" dir=""ltr"" href=""/LephalaleSb""><s>@</s><b>LephalaleSb</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2294732924"" dir=""ltr"" href=""/LephalaleExpres""><s>@</s><b>LephalaleExpres</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""775659598132961280"" dir=""ltr"" href=""/ntshebele_news""><s>@</s><b>ntshebele_news</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1085786884566118400"" dir=""ltr"" href=""/Newzroom405""><s>@</s><b>Newzroom405</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""9300262"" dir=""ltr"" href=""/politico""><s>@</s><b>politico</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""13850422"" dir=""ltr"" href=""/CNNPolitics""><s>@</s><b>CNNPolitics</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1903105045"" dir=""ltr"" href=""/Politics_Polls""><s>@</s><b>Politics_Polls</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""621533"" dir=""ltr"" href=""/BBCPolitics""><s>@</s><b>BBCPolitics</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8953122"" dir=""ltr"" href=""/PolitiFact""><s>@</s><b><strong>PolitiFact</strong></b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""5741722"" dir=""ltr"" href=""/nprpolitics""><s>@</s><b>nprpolitics</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/pUMzEUU52h"">pic.twitter.com/pUMzEUU52h</a></p>",[],[],True,['https://pbs.twimg.com/media/EbywngfXQAAow3L.jpg'],,1,1,0,False,False,,[]
DennisH59386592,Dennis Harrison,837713562609061889,1278090558179889159,/DennisH59386592/status/1278090558179889159,2020-06-30 22:18:29,1593555509,You undoubtedly watch the liberal media spreading the Deep State propaganda. I can understand your ignorance in the importance of Trump continuing another 4 years.However I hope you can educate yourself by listening to the Conservative facts. MAGA ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You undoubtedly watch the liberal media spreading the Deep State propaganda. I can understand your ignorance in the importance of Trump continuing another 4 years.However I hope you can educate yourself by listening to the Conservative facts. MAGA <img alt=""🇺🇸"" aria-label=""Emoji: Flag of United States"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1fa-1f1f8.png"" title=""Flag of United States""/><img alt=""🔥"" aria-label=""Emoji: Fire"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f525.png"" title=""Fire""/><img alt=""✅"" aria-label=""Emoji: White heavy check mark"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2705.png"" title=""White heavy check mark""/></p>",[],[],False,[],,0,0,1,True,True,1276571628898566147,"[{'screen_name': 'PWLTpodcast', 'user_id': '794369722993152001'}, {'screen_name': 'SmileDayDream1', 'user_id': '1163061822246871042'}]"
ABranesample,Artimus Branesample,630545001,1278088890449104898,/ABranesample/status/1278088890449104898,2020-06-30 22:11:51,1593555111,"No doy.
At best, we're paying interest on money we had to borrow from China to cover farmers' losses to save face domestically with his 38% majority.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">No doy.
At best, we're paying interest on money we had to borrow from China to cover farmers' losses to save face domestically with his 38% majority.</p>",[],[],False,[],,0,0,0,False,True,1278082473725919233,"[{'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
FakePatroller,Fake News Patroller,810629459233665025,1278088732894265345,/FakePatroller/status/1278088732894265345,2020-06-30 22:11:14,1593555074,Debunked! The Vatican does NOT strengthen Trump's combover #fake #botactivity #debunked @PolitiFact #twitterabuse #fakenewspic.twitter.com/s0fgJnqolr,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Debunked! The Vatican does NOT strengthen Trump's combover <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/fake?src=hash""><s>#</s><b>fake</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/botactivity?src=hash""><s>#</s><b>botactivity</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/debunked?src=hash""><s>#</s><b>debunked</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""8953122"" dir=""ltr"" href=""/PolitiFact""><s>@</s><b><strong>PolitiFact</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/twitterabuse?src=hash""><s>#</s><b>twitterabuse</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/fakenews?src=hash""><s>#</s><b>fakenews</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/s0fgJnqolr"">pic.twitter.com/s0fgJnqolr</a></p>",[],"['fake', 'botactivity', 'debunked', 'twitterabuse', 'fakenewspic']",True,['https://pbs.twimg.com/media/Ebyu7dJXYAMZmvz.jpg'],,0,1,0,False,True,1278088700375838721,"[{'screen_name': 'TruthPatroller', 'user_id': '791805667405287424'}]"
mandy_facts,Amanda,927761827487924224,1278086800213291009,/mandy_facts/status/1278086800213291009,2020-06-30 22:03:33,1593554613,"No. Using trade as a way to stand up to them is started a trade war. What you're doing is justifying WHY he started it. 

Trump put our manufacturers and farmers on the front line and started it. Prior to that it was IP theft. Something most farmers don't have to worry about.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">No. Using trade as a way to stand up to them is started a trade war. What you're doing is justifying WHY he started it. 

Trump put our manufacturers and farmers on the front line and started it. Prior to that it was IP theft. Something most farmers don't have to worry about.</p>",[],[],False,[],,0,0,0,False,True,1278082473725919233,"[{'screen_name': 'PolitixFix', 'user_id': '967409252745842688'}, {'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
DumbDimms,Pierie Delecto-Spartacus-Carlos Danger-Corn Pop,742480510727819264,1278084824155054081,/DumbDimms/status/1278084824155054081,2020-06-30 21:55:42,1593554142,"Hey shitfacts, if increased testing isn't happening how is there an increase in positive cases?  Are you fucking stupid? Or do you think we are?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hey shitfacts, if increased testing isn't happening how is there an increase in positive cases?  Are you fucking stupid? Or do you think we are?</p>",[],[],False,[],,0,0,0,False,True,1277988513913409544,"[{'screen_name': 'PolitiFact', 'user_id': '8953122'}]"
