title,label
ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail,FAKE
UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling Locations,FAKE
The Colbert Report,REAL
"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",FAKE
 accessed Aug 11,FAKE
Man charged with murder after driving into anti-far-right protesters in Charlottesville,FAKE
Broward County Sheriff Fired For Lying About Parkland,FAKE
John McCain for President,REAL
GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,FAKE
BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,FAKE
BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump -,FAKE
WHOA! YouTube Witness Makes SHOCKING Admission On LIVE TV! CNN PULLS PLUG IMMEDIATELY! — ShareRED,FAKE
REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -,FAKE
The Arena - Politico's daily debate with policymakers and opinion shapers,REAL
Ron Paul Praises Embattled RNC Chief Michael Steele For Leadership On Afghanistan,REAL
BREAKING: 60 People Just Found Dead In Ohio,FAKE
Radical Muslims in Australia OFFENDED That Their Children Have to Sing the National Anthem,FAKE
BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,FAKE
BREAKING: Leaked Picture Of Obama Being Dragged Before A Judge In Handcuffs For Wiretapping Trump,FAKE
Assistant professor of economics at the Gatton College of Business and Economics at University of Kentucky,REAL
UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,FAKE
Obama campaign radio ad,REAL
Denzel Washington hit by Facebook fake news story on Trump,FAKE
Striking it Richer The Evolution of Top Incomes in the United States update with 2007 estimates,REAL
Bureau of Labor Statistics Data,REAL
"""Give Me a Break"" Americans Against Food Taxes TV Ad 2011",REAL
Hillary Clinton Sits Down With Bill OReilly,REAL
"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana",FAKE
Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,FAKE
Laws Affecting Reproductive Health and Rights: 2013 State Policy Review,REAL
10 Things You Didn't Know About Nancy Pelosi,FAKE
McCain spoke up early,REAL
Remarks by the President on Responsible Homeownership,REAL
"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",FAKE
the Border Security Economic Opportunity and Immigration Modernization Act as passed by the Senate,REAL
World's most popular candy to be removed from shelves by October 2017!,FAKE
BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,FAKE
Remarks by the President on a New Strategy for Afghanistan and Pakistan,REAL
BREAKING: Roy Moore’s Accuser Arrested And Charged With Falsification,FAKE
Remarks of Senator Barack Obama An Agenda for MiddleClass Success,REAL
Forget Kiev. The Real Fight Will Be for Crimea,REAL
"Letter to the Honorable John Boehner providing an estimate for H.R. 6079, the Repeal of Obamacare Act",REAL
"Oct. 11: Levin, Graham, McCaffrey, Myers, roundtable",REAL
Family Policy Alliance,REAL
"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",FAKE
"Carolyn B. Maloney on Twitter: ""Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:",REAL
Transcripts,REAL
'This Week' Transcript: Kaine and Steele,REAL
Rand Paul: Will Donald Trump betray voters by hiring John Bolton?,REAL
Have You Been to Iraq — 76 Sens Say They Have by Patrick Fitzgerald,REAL
"Before leaving governor’s office in 2006, Mitt Romney’s staff eliminated e-mail records",REAL
NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,FAKE
comments in Fayetteville NC,REAL
Gross Domestic Product Percent change from preceding period,REAL
San Juan City Council Votes Unanimously To Impeach Trump-Hating Mayor,FAKE
U.S. Senator John McCain,REAL
Louise Slaughter on Twitter,REAL
Organizing for Action,REAL
"Joni Ernst ""Promises"" Ad",REAL
Rebooting: You and your doctor under Obamacare,REAL
Hillary Clinton Transcript: Read Full Text of Clinton Campaign Launch,REAL
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",REAL
iQ media Clip Player,REAL
BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs,FAKE
'This Week' Transcript: Geithner,REAL
Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,FAKE
RAW DATA: Dick Cheney's Remarks to the Center for Security Policy,REAL
Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin,FAKE
"300,000 Pounds of Counterfeit Rat Meat Has Been Sold as Chicken Wings in The U.S.",FAKE
"McCAIN, John Sidney, III",REAL
Texas Church Shooter Was Antifa Member Who Vowed To Start Civil War,FAKE
Transcripts,REAL
"Tennessee GOP Twitter taken down, after Tweet exposing Pelosi involved in Pedophilia",FAKE
Transcript of Wednesday's presidential debate,REAL
or Degrading Treatment of Punishment Text of International Covenant on Civil and Political Rights Text of Geneva Convention relative to the Treatment of Prisoners of War Text of Geneva Convention relative to the Protection of Civilian Persons in Time of War Text of Universal Declaration of Human Rights Jay Bybee assistant attorney general,REAL
The Democratic Debate in Cleveland,REAL
JUST IN: WaPo Reporter Who Broke News On Judge Roy Moore Story Has A Criminal History Of “Faking” * 100PercentFedUp.com,FAKE
dailynative.us,FAKE
Krugman calls Senate health care bill similar to law in Massachusetts,REAL
Public financial disclosure report,REAL
Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,FAKE
 If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,FAKE
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,FAKE
FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,FAKE
UF requests to cancel Rivalry game against FSU,FAKE
An Open Letter to 'All Barack Channel',REAL
"U.S. considers 3,000 more troops for Afghanistan",REAL
2007 Federal Tax Rate Schedules,REAL
deputy director of national health statistics in the Office of the Actuary at the Center for Medicare and Medicaid Services,REAL
05/27/99 Committee on the Judiciary,REAL
BREAKING ObamaLed UN Has Just Made It Official US To Immediately Pay Blacks ‘Reparations’,FAKE
Barack Obama says U.S. oil production last year was highest since 2003,REAL
"Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines",FAKE
ни чего нового как правильно,FAKE
Barack Obama says U.S. oil production last year was highest since 2003,REAL
Interview with Sen John McCain,REAL
"Data on Campaign Finance, Super PACs, Industries, and Lobbying",REAL
REP. JENKINS: OPIOID CRISIS FUNDING SHOULD BE BASED ON NEED,REAL
 Wake Up America,FAKE
"Washington Post: Breaking News, World, US, DC News & Analysis",REAL
Flake: “Religious tests should have no place in the Senate”,REAL
Press release AIG Discloses Counterparties to CDS GIA and Securities Lending Transactions,REAL
eCFR — Code of Federal Regulations,FAKE
The Legislative Process,FAKE
"No Regrets for a Love Of Explosives; In a Memoir of Sorts, a War Protester Talks of Life With the Weathermen",REAL
New Regulation Requires 75 MPH Governor On All Motorcycles,FAKE
The Des Moines Register,REAL
Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”,FAKE
"Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’",FAKE
National Federation of Independent Business,REAL
Sen. Sanders warns of ‘frightening trend’ towards oligarchy,REAL
412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,FAKE
WATCH FULL Ted Cruz presser on new deal with Kasich (UPDATE: PART TWO ADDED),REAL
Who Benefits from President Trump’s Child Care Proposals,REAL
Country of Origin Labeling (COOL),REAL
Rep Jan Schakowsky on MSNBC,REAL
Sarah Palin Calls To Boycott Mall Of America Because “Santa Was Always White In The Bible”,FAKE
"Most heroin in U.S. now comes across Mexican border, Rob Portman says",REAL
Full text: Jeff Flake on Trump speech transcript,REAL
Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,FAKE
Transcripts,REAL
Has the potency of pot changed since President Obama was in high school?,REAL
DEA Just Raided A United States Senator,FAKE
"Mitch McConnell, Alison Lundergan Grimes Have 'Sharp Differences' on Campaign Finance Rules",REAL
Planned Parenthood® Action Center,REAL
Hispanic Populations Share of Wealth Likely to Increase by 2025,REAL
Biden raises possibility of 2020 presidential bid,FAKE
Eric Trump: It would be 'foolish' for my dad to release tax returns,FAKE
LexisNexis(R) Publisher,REAL
Morgue employee cremated by mistake while taking a nap,FAKE
Hillary In Hiding As Police Discover Dead Body Hidden In Huma Abedin’s Dumpster,FAKE
"The Hill: Op-Ed: Go natural, go nuclear",REAL
MoveOn.org Political Action: 10 things to know about McCain,REAL
Senate Passes Obama-Hagel Provision Aimed at Preventing Nuclear Terrorism,REAL
LexisNexis(R) Publisher,REAL
Democratic Leaders Say House Democrats Are United Against GOP Default Act,REAL
Kim Jong Un Dead: North Koreans Calling Trump An Assassin,FAKE
Mike Huckabee: Fried Squirrel Out of a Popcorn Popper,REAL
Action for 25th Legislature,REAL
Monthly Budget Review,REAL
"MITT ROMNEY: ‘TRUMP HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS, HE MUST RESIGN BEFORE WE…’",FAKE
Southwest Airlines 2017,FAKE
BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!,FAKE
Federal Election Commission filing,REAL
BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,FAKE
"Police Officers, Firefighters and Others Get Hit with Tax Penalty",FAKE
Social Security Online History Pages,REAL
"S.1591 - 104th Congress (1995-1996): A bill to prohibit campaign expenditures for services of lobbyists, and for other purposes.",REAL
"ISIS Lays Down Arms After Katy Perry’s Impassioned Plea To ‘Like, Just Co-Exist’",FAKE
Investigators: Anthony Bourdain Was Killed By Clinton Operatives,FAKE
WHITE SUPREMACIST WHO KILLED PROTESTER IS A DEMOCRAT AND VISITED OBAMA IN OVAL OFFICE (Updated 16.08.2017) – Newsfeed – Hasslefree allsorts,FAKE
"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",FAKE
Debt Day: A Symbol of Washington’s Arrogant Culture of Borrowing and Spending (Boehner Op-Ed on Townhall.com),REAL
Archbishop Desmond Tutu dies while holidaying in Texas,FAKE
BREAKING: Hillary Clinton Has Third Heart Attack-Docs Says She ‘Won’t Survive’,FAKE
Protecting Our Children from the Dangers of Smoking,REAL
United States Senator Jim DeMint,REAL
United States Department of Defense,REAL
Manager killed 10 employees at checkers on 183st and 27ave,FAKE
"Author Offers Insights on Slavery, the Capitol, and Obama's Inauguration",REAL
Keanu Reeves Shook The World With Another POWERFUL Message,FAKE
Des Moines Register,REAL
U.S. Senator Rand Paul of Kentucky,REAL
Barack Obama’s Remarks in St. Paul,REAL
Average cable TV bill cited in article on industry study,REAL
Statement by the President,REAL
Centers for Disease Control and Prevention,REAL
"Health Reform Carries Heavy Price, Insurers Claim",REAL
Testimony on the Alternative Minimum Tax,REAL
New York Man Wanted For Infecting 240 Men And Women With HIV!!!,FAKE
FindArticles.com,REAL
Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,FAKE
First Presidential Debate,REAL
"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know",FAKE
a professor of American Studies at Lynn University,REAL
Monthly Treasury Statement of Receipts and Outlays of the United States Government,REAL
Warren Buffett says the super-rich pay lower tax rates than others,REAL
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,FAKE
International Energy Statistics,REAL
Marco Rubio says Ted Cruz voted for defense cuts in Rand Paul's budget proposal,REAL
Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,FAKE
Memorial Day,REAL
Rick Perry says he switched to GOP at a younger age than Reagan did,REAL
"Briefing by White House Press Secretary Robert Gibbs, 9/10/09",REAL
2011 Text of President Barack Obama’s proposed jobs bill Email interview with Lynne Bernabei,REAL
"South African firm ordered to lay off 3,389 white employees",FAKE
HRC Caught On Tape Laughing About Irma Wiping Out All Of Those Florida Hillbillies,FAKE
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",REAL
Illinois General Assembly,REAL
The Republican Road to Recovery,REAL
Administration Is Seeking $700 Billion for Wall Street,REAL
"NRA President Jim Porter Falsely Accused of Saying, “It’s Only A Matter Of Time Before We Can Own Colored People Again”",FAKE
Pro-Lifers Declare “Ejaculation Is Murder: Every Sperm Cell Is A Life”,FAKE
"Pope Francis At Mass: ‘Jesus Is Metaphorical, Not Literal’",FAKE
Create a Prank and trick your friends,FAKE
'The Daily Show's' Michelle Wolf Lands Her Own Netflix Late-Night Show (Exclusive),FAKE
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
"NRA President David Keene Rejects White House Gun Control Approach | PBS NewsHour | Jan. 15, 2013",REAL
Donald Trump signs a visa-free travel policy for Ghana,FAKE
Alabama State Police Arrest 3 Poll Workers In Birmingham,FAKE
USDA approves slaughterhouses producing horse meat for human consumption,FAKE
Transcript: House Majority Leader Boehner on 'FNS',REAL
"Impact of Senator Obama's Tax Proposals as Described by Economic Advisors on Workers, Distribution of Federal Tax Change by Cash Income Percentile, 2009",REAL
NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days,FAKE
Obama addresses key concerns for Floridians,REAL
UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident,FAKE
Part I: CNN/YouTube Democratic presidential debate transcript,REAL
'This Week' Transcript: Pelosi and Gates,REAL
Mental Images,FAKE
Clinton Body Count Series #5: Woman Set to Testify Against Clintons Blown Up in Home Explosion,FAKE
Top Presidential Candidate 2008 Websites,REAL
Summing Summertime: Part 4,REAL
Romney campaign ad,REAL
Joint DHS and ODNI Election Security Statement,REAL
Remarks by the First Lady on What Health Insurance Reform Means for Women and Families,REAL
Pope Francis To Followers: “Koran And Holy Bible Are The Same”,FAKE
"Fed Up! Our Fight to Save America from Washington, by Rick Perry",REAL
John McCain,REAL
Trump Votes For Death Penalty For Being Gay,FAKE
Information for the Nation,FAKE
WarOnPoverty50,REAL
Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,FAKE
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",FAKE
"Inside the Snapchat bloodbath: 60 minutes of terror which left 17 dead, bodies in classrooms and kids 'full of blood'",FAKE
Bill Gates Outlines 2018 Plan To Depopulate The Planet,FAKE
Peanut Product Recall Took Company Approval,REAL
Ivanka Trump: Father feels 'vindicated' after Comey hearing,REAL
Malia Obama Arrested With A Gang Of Thugs In Chicago,FAKE
U.N. Official 'Accidentally' Crushes Own Throat Right Before Testifying Against Hillary Clinton,FAKE
Justice Department Memos on Interrogation Techniques,REAL
Rep Mike Pence Web site,REAL
Q&A: Did slaves build the White House?,REAL
Barack Obama Challenges John McCain To Duel Over Taxes,REAL
Obama’s Remarks at the White House Health Care Forum,REAL
The Associated Press: Obama Hits Clinton on NAFTA Support,REAL
Family's private investigator: There is evidence Seth Rich had contact with WikiLeaks prior to death,FAKE
"9/11 families, others rally in favor of NYC mosque",REAL
"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",FAKE
White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months,FAKE
Supreme Court Vacancy Video,REAL
WE WILL RIOT! Michelle Obama’s Mom Will Receive $160k Every Year Out Of Taxpayers’ Pockets!,FAKE
"Remarks by the President on Comprehensive Immigration Reform in El Paso, Texas",REAL
Financial Rescue Nears GDP as Pledges Top 128 Trillion by Mark Pittman and Bob Ivry,REAL
Senate begins health care debate amid calls for tort reforms,REAL
Noted and Quoted,REAL
Inquiry Sought in Hillary Clinton’s Use of Email,REAL
‘NASA Confirms’ 15 Days Of Darkness Coming This Month,FAKE
CBOs Estimate of the Effects on Direct Spending and Revenues of the House Amendments to the Senate Amendments to HR 976 the Childrens Health Insurance Program Reauthorization Act of 2007,REAL
"3,000-Pound Great White Shark Captured in Great Lakes",FAKE
Public Citizen,REAL
Poor and the nearpoor 1959 to 2006,REAL
Obamas comments on capandtrade costs,REAL
WORSE THAN HITLER! Trey Gowdy’s Son Found In A Dumpster In DC! Murders Are Being Questioned!,FAKE
Carnival Cruise Lines will now offer FREE Cruises,FAKE
Post claiming free tickets on Allegiant Air,FAKE
Redirect Notice,REAL
"Table of Known Nuclear Tests Worldwide, 1945-1996",REAL
Remarks by the President on Increasing Oversight on Manipulation in Oil Markets,REAL
foreign policy speech,REAL
"Donald Trump inauguration: Artists who won't perform at ceremony include Elton John, Celine Dion and John Legend",FAKE
"Hillary Rodham Clinton, Senator for New York: Floor Speech of Senator Hillary Rodham Clinton on S.J. Res. 45, A Resolution to Authorize the Use of United States Armed Forces Against Iraq",REAL
SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,FAKE
Information for the Nation,FAKE
Planned Parenthood® Action Center,REAL
RACE FOR CITY HALL: The Republican Candidate; A Mercurial Mayor's Confident Journey,REAL
Transcript of debate between Chris Coons and Christine ODonnell,REAL
Facebook Picks Sides in Alabama Senate Race=> Shuts Down Gateway Pundit and Breitbart Reports on Discredited Allred Accuser,FAKE
Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,FAKE
Transcripts,REAL
American International Group Inc Form 10K,REAL
REMARKS BY THE PRESIDENT AND FIRST LADY AT A CAMPAIGN EVENT,REAL
"CNN's Don Lemon: Bill O'Reilly's Criticism Of Black Community ""Doesn't Go Far Enough""",REAL
"Oprah Winfrey: The Butler, racism and Obama",FAKE
"Fact-Check: No, Fall River, Massachusetts, Was Not ‘Built by Immigrants’",FAKE
President Trump Underscores US-Jamaica Relations,FAKE
Contact Support,FAKE
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
"Palin: Pioneer, maverick -- and now game-changer",REAL
Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,FAKE
NASA Has Just Confirmed Earth Has A New Moon,FAKE
"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",FAKE
Political TV Ad Archive » PolAd,REAL
Border Security The Role of the US Border Patrol,REAL
"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",FAKE
"Transcript: The Democratic debate in Milwaukee, annotated",REAL
"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",FAKE
Energy and Commerce Committee,REAL
"Hannity says Obama won't even use the term ""war on terrorism""",REAL
"First family visits D.C. shelter, highlights homeless veterans’ plight",FAKE
"No, Sandra Bullock didn't disparage Hillary Clinton",FAKE
Terror Suspects Are Buying Guns - and the FBI Can't Stop Them,REAL
roll call on Stupak amendment,REAL
Patient Protection and Affordable Care Act,REAL
‘Smallville’ Star Confesses She Sold Children To Rothschilds And Clintons,FAKE
Fiscal Year 2011 Email interview with Todd Harrison of the Center for Strategic and Budgetary Assessments,REAL
transcript accessed via Nexis Mitt Romney Sends Taped Message to 2011 NRA Convention,REAL
Pledge of Allegiance E-mail,REAL
Breaking down barriers for African Americans – Hillary for America – Medium,REAL
The CNN porn scare is how fake news spreads,FAKE
speech on the floor of the US House of Representatives,REAL
"Call 'Islamic terrorism' what it is: a threat to West, Jeb Bush says",REAL
Library of Congress,REAL
speech in Cincinnati,REAL
The Gingrich Tragedy,REAL
The Budget and Economic Outlook: Fiscal Years 2009 to 2019,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,FAKE
Debbie Wasserman Schultz on Twitter,REAL
Donald J. Trump on the Stakes of the Election,REAL
“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,FAKE
Attorney General Sessions Statement on Recusal,FAKE
Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,FAKE
About Bright Horizons Child Care & Family Solutions,REAL
Student Hasn't Stopped Filming Since Florida School Shooting,FAKE
Australia Becomes First Country To Begin Microchipping Its Citizens,FAKE
Donald Trump featured in new jihadist recruitment video,REAL
WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),FAKE
US Government Accountability Office Report to Congressional Committees,REAL
"Legendary Actor Kirk Douglas Dead, 4 Days Before His 101st Birthday",FAKE
New York Election Results November 7,REAL
Clinton Foundation Largest Unprosecuted Charity Fraud in History-Charles Ortel,FAKE
"McCain, Obama go head to head in last debate",REAL
U.S. Senate: U.S. Senate Roll Call Votes 108th Congress,REAL
public information officer for Palm Beach County Property Appraisers Office,REAL
BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,FAKE
'This Week' Transcript: Target Libya,REAL
McCain in Colorado,REAL
Police Discover Meth Lab In Back Room of Alabama Walmart,FAKE
"Ralph Nader on Barack Obama: ""It is Quite Clear He is a Corporate Candidate from A to Z""",REAL
Massachusetts Department of Elementary and Secondary Education,REAL
CQ Vote Studies,REAL
Change We Can Believe In,REAL
BREAKING: Monica Lewinsky Found Dead In Roslindale,FAKE
All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,FAKE
JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,FAKE
FrontPage Magazine,REAL
Wilmington Regional Film Commission,FAKE
Clinton's Lead Over Trump Shrinks to 3 Points: New NBC News/WSJ Poll,REAL
spreadsheet with key indicators from OECD Health Data 2009 health care expenditures per capita,REAL
"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway",FAKE
A Senate in the Gun Lobby’s Grip,REAL
"Bill Clinton Says He 'Never Said A Bad Word About Senator Obama,' At mtvU's First 'Editorial Board'",REAL
McCain Blamed For Sabotaging Trump,FAKE
Maxine Waters Is Getting Criminally Charged!,FAKE
Mourning in America,REAL
"Senator Charles Schumer NY November Midterm Elections, Nov 25 2014",REAL
"Everything you need to know about the drone debate, in one FAQ",REAL
Rep. Paul Gosar Asks Capitol Police to Arrest Illegal Immigrants Attending State of the Union,FAKE
Obama Exclusive Concedes Senate Voteainst Raising Debt Limit Was Political,REAL
STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO),FAKE
"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",FAKE
U.S. Senate: U.S. Senate Roll Call Votes 103rd Congress,REAL
"THIS IS AMAZING: In 1984, the New York Times said Trump would be our BEST president…They forgot…..",FAKE
"Care Without Coverage: Too Little, Too Late",REAL
"A fake photo of Emma González went viral on the far right, where Parkland teens are villains",FAKE
"Earmark reform? 2009 spending bill contains 9,000 of them",REAL
Clinton Email: We Must Destroy Syria For Israel,FAKE
"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",FAKE
Tens of Thousands Of Scientists Declare Climate Change A Hoax,FAKE
Florida Democrats Ask HHS to Protect Floridians from High Insurance Premiums in Marketplace,REAL
'This Week' Transcript: Holder and Giuliani,REAL
Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,FAKE
The Return of the Viral Email,REAL
"Transcript of second McCain, Obama debate",REAL
Remarks by the President at GOP House Issues Conference,REAL
U.S. Solar Market Insight Report,REAL
Change We Can Believe In,REAL
Remarks by President Trump in a Listening Session on Healthcare,REAL
"Singer Dolly Parton: “Trump In One Year Is Already Better Than 16 Years’ of Bush, Obama ‘Put Together’, This Stupid Liberals Doing Everything To Impeach Him But We Standing With Trump now And Forever.",FAKE
Cain said food stamp program use up under Obama,REAL
The full transcript of the third presidential debate,REAL
The Kardashians donate whopping sum to Las Vegas mass shooting victims,FAKE
Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,FAKE
SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,FAKE
H1N1 vaccinations to be offered to Guantanamo Bay detainees,REAL
Rice told investigators why she unmasked Trump aides,FAKE
The Daily Show with Trevor Noah,REAL
interview on Fox News,REAL
JUST IN: 45 States Just Banned Sharia Law. Do You Support This? – ChristmasGifts,FAKE
CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,FAKE
"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",REAL
Full text: Jeff Flake on Trump speech transcript,FAKE
The Colbert Report,REAL
Mike Gravel 2008,REAL
Pope Calls for World Wide Gun Confiscation Except for the UN,FAKE
Democratic National Convention Committee,REAL
CQ Vote Studies,REAL
Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,FAKE
BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,FAKE
2008 Presidential Election,REAL
Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”,FAKE
BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”,FAKE
Gore looking to turn idle fans into activists 3year ad campaign will feature enemies united on climate,REAL
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",REAL
Bumble Bee Foods charged after man cooked with tuna,FAKE
George H.W. Bush has died at 94 – New York,FAKE
Application for ‘March For Our Lives’ permit was made months before Parkland school shooting,FAKE
Obama administration opens the door for states to seek major changes in welfaretowork law,REAL
"Ad says Obama apologized, showed weakness on Iran",REAL
Biden Issues Statement Following Conversation with Musharraf,REAL
"Obama for America TV Ad: ""Firms""",REAL
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",FAKE
Congress: Job Ratings,REAL
Should ISIS' gains lead to more U.S. troops in Iraq?,REAL
Expanding Opportunity — #KempForum16 – Paul Ryan – Medium,REAL
Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee. Do you support to deport them?,FAKE
Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act,REAL
BREAKING: 2 Million Rounds Of Ammo That ‘Went Missing’ Under Obama Turns Up In Enemy Hands,FAKE
john.he.is,REAL
Pope says that the rights of Muslim migrants trump any safety concerns that you might have with them in your country,FAKE
"Hurricane Irma: If There Was Such A Thing As A Category 6 Hurricane, This Would Be It",FAKE
The Democratic Debate in Cleveland,REAL
Political TV Ad Archive » PolAd,REAL
Notice: Data not available: U.S. Bureau of Labor Statistics,REAL
CPAC 2013 - Former Governor Sarah Palin (R-AK),REAL
Lady Gaga on Twitter,FAKE
"Background Briefing on GM Restructuring, May 31, 2009",REAL
The Obameter: Introduce a comprehensive immigration bill in the first year,REAL
comments at the CNN Republican presidential debate in Las Vegas,REAL
Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,FAKE
"As Dems’ “Stimulus” Anniversary Nears, Americans Ask: “Where are the Jobs?”",REAL
Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,FAKE
BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST REVEALED! (DETAILS),FAKE
 BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,FAKE
Transcript: Blue-Ribbon Panel on Health Care,REAL
Encounters With 'Regular Guy' Fred Thompson -- New York Magazine,REAL
'This Week' Transcript: Former Vice President Dick Cheney,REAL
"Current-Law Distribution of Federal Taxes By Cash Income Percentiles, 2007",REAL
